Unidades territoriales;Indicadores de renta media;Periodo;Total
4100403002 Alcalá de Guadaíra sección 03002;Renta media por hogar;2017;24.741
4100403002 Alcalá de Guadaíra sección 03002;Renta media por hogar;2016;23.849
4100403002 Alcalá de Guadaíra sección 03002;Renta media por hogar;2015;22.828
4100403003 Alcalá de Guadaíra sección 03003;Renta media por persona ;2017;9.656
4100403003 Alcalá de Guadaíra sección 03003;Renta media por persona ;2016;9.160
4100403003 Alcalá de Guadaíra sección 03003;Renta media por persona ;2015;9.127
4100403003 Alcalá de Guadaíra sección 03003;Renta media por hogar;2017;26.382
4100403003 Alcalá de Guadaíra sección 03003;Renta media por hogar;2016;24.579
4100403003 Alcalá de Guadaíra sección 03003;Renta media por hogar;2015;24.226
4100403004 Alcalá de Guadaíra sección 03004;Renta media por persona ;2017;8.203
4100403004 Alcalá de Guadaíra sección 03004;Renta media por persona ;2016;8.037
4100403004 Alcalá de Guadaíra sección 03004;Renta media por persona ;2015;7.939
4100403004 Alcalá de Guadaíra sección 03004;Renta media por hogar;2017;21.900
4100403004 Alcalá de Guadaíra sección 03004;Renta media por hogar;2016;21.098
4100403004 Alcalá de Guadaíra sección 03004;Renta media por hogar;2015;20.701
4100403005 Alcalá de Guadaíra sección 03005;Renta media por persona ;2017;8.626
4100403005 Alcalá de Guadaíra sección 03005;Renta media por persona ;2016;8.273
4100403005 Alcalá de Guadaíra sección 03005;Renta media por persona ;2015;8.402
4100403005 Alcalá de Guadaíra sección 03005;Renta media por hogar;2017;23.397
4100403005 Alcalá de Guadaíra sección 03005;Renta media por hogar;2016;22.550
4100403005 Alcalá de Guadaíra sección 03005;Renta media por hogar;2015;23.105
4100403006 Alcalá de Guadaíra sección 03006;Renta media por persona ;2017;8.388
4100403006 Alcalá de Guadaíra sección 03006;Renta media por persona ;2016;8.190
4100403006 Alcalá de Guadaíra sección 03006;Renta media por persona ;2015;8.177
4100403006 Alcalá de Guadaíra sección 03006;Renta media por hogar;2017;21.001
4100403006 Alcalá de Guadaíra sección 03006;Renta media por hogar;2016;20.880
4100403006 Alcalá de Guadaíra sección 03006;Renta media por hogar;2015;20.831
4100403007 Alcalá de Guadaíra sección 03007;Renta media por persona ;2017;7.749
4100403007 Alcalá de Guadaíra sección 03007;Renta media por persona ;2016;7.650
4100403007 Alcalá de Guadaíra sección 03007;Renta media por persona ;2015;7.423
4100403007 Alcalá de Guadaíra sección 03007;Renta media por hogar;2017;20.835
4100403007 Alcalá de Guadaíra sección 03007;Renta media por hogar;2016;20.666
4100403007 Alcalá de Guadaíra sección 03007;Renta media por hogar;2015;20.205
4100403008 Alcalá de Guadaíra sección 03008;Renta media por persona ;2017;8.969
4100403008 Alcalá de Guadaíra sección 03008;Renta media por persona ;2016;8.541
4100403008 Alcalá de Guadaíra sección 03008;Renta media por persona ;2015;8.588
4100403008 Alcalá de Guadaíra sección 03008;Renta media por hogar;2017;25.321
4100403008 Alcalá de Guadaíra sección 03008;Renta media por hogar;2016;24.253
4100403008 Alcalá de Guadaíra sección 03008;Renta media por hogar;2015;24.610
4100403009 Alcalá de Guadaíra sección 03009;Renta media por persona ;2017;7.952
4100403009 Alcalá de Guadaíra sección 03009;Renta media por persona ;2016;7.728
4100403009 Alcalá de Guadaíra sección 03009;Renta media por persona ;2015;7.425
4100403009 Alcalá de Guadaíra sección 03009;Renta media por hogar;2017;20.339
4100403009 Alcalá de Guadaíra sección 03009;Renta media por hogar;2016;19.734
4100403009 Alcalá de Guadaíra sección 03009;Renta media por hogar;2015;19.365
4100403010 Alcalá de Guadaíra sección 03010;Renta media por persona ;2017;8.971
4100403010 Alcalá de Guadaíra sección 03010;Renta media por persona ;2016;8.615
4100403010 Alcalá de Guadaíra sección 03010;Renta media por persona ;2015;8.227
4100403010 Alcalá de Guadaíra sección 03010;Renta media por hogar;2017;24.485
4100403010 Alcalá de Guadaíra sección 03010;Renta media por hogar;2016;23.708
4100403010 Alcalá de Guadaíra sección 03010;Renta media por hogar;2015;22.493
4100403011 Alcalá de Guadaíra sección 03011;Renta media por persona ;2017;7.860
4100403011 Alcalá de Guadaíra sección 03011;Renta media por persona ;2016;7.546
4100403011 Alcalá de Guadaíra sección 03011;Renta media por persona ;2015;7.077
4100403011 Alcalá de Guadaíra sección 03011;Renta media por hogar;2017;22.609
4100403011 Alcalá de Guadaíra sección 03011;Renta media por hogar;2016;21.912
4100403011 Alcalá de Guadaíra sección 03011;Renta media por hogar;2015;21.028
4100404 Alcalá de Guadaíra distrito 04;Renta media por persona ;2017;8.933
4100404 Alcalá de Guadaíra distrito 04;Renta media por persona ;2016;8.464
4100404 Alcalá de Guadaíra distrito 04;Renta media por persona ;2015;8.229
4100404 Alcalá de Guadaíra distrito 04;Renta media por hogar;2017;25.921
4100404 Alcalá de Guadaíra distrito 04;Renta media por hogar;2016;24.748
4100404 Alcalá de Guadaíra distrito 04;Renta media por hogar;2015;24.086
4100404001 Alcalá de Guadaíra sección 04001;Renta media por persona ;2017;8.244
4100404001 Alcalá de Guadaíra sección 04001;Renta media por persona ;2016;.
4100404001 Alcalá de Guadaíra sección 04001;Renta media por persona ;2015;8.184
4100404001 Alcalá de Guadaíra sección 04001;Renta media por hogar;2017;21.823
4100404001 Alcalá de Guadaíra sección 04001;Renta media por hogar;2016;.
4100404001 Alcalá de Guadaíra sección 04001;Renta media por hogar;2015;21.864
4100404002 Alcalá de Guadaíra sección 04002;Renta media por persona ;2017;8.982
4100404002 Alcalá de Guadaíra sección 04002;Renta media por persona ;2016;.
4100404002 Alcalá de Guadaíra sección 04002;Renta media por persona ;2015;8.354
4100404002 Alcalá de Guadaíra sección 04002;Renta media por hogar;2017;25.053
4100404002 Alcalá de Guadaíra sección 04002;Renta media por hogar;2016;.
4100404002 Alcalá de Guadaíra sección 04002;Renta media por hogar;2015;23.661
4100404003 Alcalá de Guadaíra sección 04003;Renta media por persona ;2017;8.619
4100404003 Alcalá de Guadaíra sección 04003;Renta media por persona ;2016;.
4100404003 Alcalá de Guadaíra sección 04003;Renta media por persona ;2015;8.430
4100404003 Alcalá de Guadaíra sección 04003;Renta media por hogar;2017;22.547
4100404003 Alcalá de Guadaíra sección 04003;Renta media por hogar;2016;.
4100404003 Alcalá de Guadaíra sección 04003;Renta media por hogar;2015;22.406
4100404004 Alcalá de Guadaíra sección 04004;Renta media por persona ;2017;8.814
4100404004 Alcalá de Guadaíra sección 04004;Renta media por persona ;2016;.
4100404004 Alcalá de Guadaíra sección 04004;Renta media por persona ;2015;8.299
4100404004 Alcalá de Guadaíra sección 04004;Renta media por hogar;2017;22.844
4100404004 Alcalá de Guadaíra sección 04004;Renta media por hogar;2016;.
4100404004 Alcalá de Guadaíra sección 04004;Renta media por hogar;2015;21.837
4100404005 Alcalá de Guadaíra sección 04005;Renta media por persona ;2017;7.190
4100404005 Alcalá de Guadaíra sección 04005;Renta media por persona ;2016;.
4100404005 Alcalá de Guadaíra sección 04005;Renta media por persona ;2015;6.248
4100404005 Alcalá de Guadaíra sección 04005;Renta media por hogar;2017;21.148
4100404005 Alcalá de Guadaíra sección 04005;Renta media por hogar;2016;.
4100404005 Alcalá de Guadaíra sección 04005;Renta media por hogar;2015;18.804
4100404006 Alcalá de Guadaíra sección 04006;Renta media por persona ;2017;8.205
4100404006 Alcalá de Guadaíra sección 04006;Renta media por persona ;2016;.
4100404006 Alcalá de Guadaíra sección 04006;Renta media por persona ;2015;15.591
4100404006 Alcalá de Guadaíra sección 04006;Renta media por hogar;2017;23.559
4100404006 Alcalá de Guadaíra sección 04006;Renta media por hogar;2016;.
4100404006 Alcalá de Guadaíra sección 04006;Renta media por hogar;2015;52.510
4100404007 Alcalá de Guadaíra sección 04007;Renta media por persona ;2017;8.763
4100404007 Alcalá de Guadaíra sección 04007;Renta media por persona ;2016;.
4100404007 Alcalá de Guadaíra sección 04007;Renta media por persona ;2015;8.076
4100404007 Alcalá de Guadaíra sección 04007;Renta media por hogar;2017;26.699
4100404007 Alcalá de Guadaíra sección 04007;Renta media por hogar;2016;.
4100404007 Alcalá de Guadaíra sección 04007;Renta media por hogar;2015;24.425
4100404008 Alcalá de Guadaíra sección 04008;Renta media por persona ;2017;5.802
4100404008 Alcalá de Guadaíra sección 04008;Renta media por persona ;2016;.
4100404008 Alcalá de Guadaíra sección 04008;Renta media por persona ;2015;5.407
4100404008 Alcalá de Guadaíra sección 04008;Renta media por hogar;2017;17.154
4100404008 Alcalá de Guadaíra sección 04008;Renta media por hogar;2016;.
4100404008 Alcalá de Guadaíra sección 04008;Renta media por hogar;2015;16.345
4100404009 Alcalá de Guadaíra sección 04009;Renta media por persona ;2017;7.910
4100404009 Alcalá de Guadaíra sección 04009;Renta media por persona ;2016;.
4100404009 Alcalá de Guadaíra sección 04009;Renta media por persona ;2015;7.421
4100404009 Alcalá de Guadaíra sección 04009;Renta media por hogar;2017;20.868
4100404009 Alcalá de Guadaíra sección 04009;Renta media por hogar;2016;.
4100404009 Alcalá de Guadaíra sección 04009;Renta media por hogar;2015;19.832
4100404010 Alcalá de Guadaíra sección 04010;Renta media por persona ;2017;9.545
4100404010 Alcalá de Guadaíra sección 04010;Renta media por persona ;2016;.
4100404010 Alcalá de Guadaíra sección 04010;Renta media por persona ;2015;9.088
4100404010 Alcalá de Guadaíra sección 04010;Renta media por hogar;2017;26.517
4100404010 Alcalá de Guadaíra sección 04010;Renta media por hogar;2016;.
4100404010 Alcalá de Guadaíra sección 04010;Renta media por hogar;2015;25.450
4100404012 Alcalá de Guadaíra sección 04012;Renta media por persona ;2017;7.537
4100404012 Alcalá de Guadaíra sección 04012;Renta media por persona ;2016;.
4100404012 Alcalá de Guadaíra sección 04012;Renta media por persona ;2015;6.840
4100404012 Alcalá de Guadaíra sección 04012;Renta media por hogar;2017;18.789
4100404012 Alcalá de Guadaíra sección 04012;Renta media por hogar;2016;.
4100404012 Alcalá de Guadaíra sección 04012;Renta media por hogar;2015;17.264
4100404013 Alcalá de Guadaíra sección 04013;Renta media por persona ;2017;8.661
4100404013 Alcalá de Guadaíra sección 04013;Renta media por persona ;2016;.
4100404013 Alcalá de Guadaíra sección 04013;Renta media por persona ;2015;7.943
4100404013 Alcalá de Guadaíra sección 04013;Renta media por hogar;2017;26.179
4100404013 Alcalá de Guadaíra sección 04013;Renta media por hogar;2016;.
4100404013 Alcalá de Guadaíra sección 04013;Renta media por hogar;2015;24.059
4100404014 Alcalá de Guadaíra sección 04014;Renta media por persona ;2017;9.061
4100404014 Alcalá de Guadaíra sección 04014;Renta media por persona ;2016;.
4100404014 Alcalá de Guadaíra sección 04014;Renta media por persona ;2015;8.432
4100404014 Alcalá de Guadaíra sección 04014;Renta media por hogar;2017;25.148
4100404014 Alcalá de Guadaíra sección 04014;Renta media por hogar;2016;.
4100404014 Alcalá de Guadaíra sección 04014;Renta media por hogar;2015;23.934
4100404015 Alcalá de Guadaíra sección 04015;Renta media por persona ;2017;5.135
4100404015 Alcalá de Guadaíra sección 04015;Renta media por persona ;2016;.
4100404015 Alcalá de Guadaíra sección 04015;Renta media por persona ;2015;4.792
4100404015 Alcalá de Guadaíra sección 04015;Renta media por hogar;2017;15.304
4100404015 Alcalá de Guadaíra sección 04015;Renta media por hogar;2016;.
4100404015 Alcalá de Guadaíra sección 04015;Renta media por hogar;2015;14.651
4100404016 Alcalá de Guadaíra sección 04016;Renta media por persona ;2017;7.707
4100404016 Alcalá de Guadaíra sección 04016;Renta media por persona ;2016;.
4100404016 Alcalá de Guadaíra sección 04016;Renta media por persona ;2015;7.132
4100404016 Alcalá de Guadaíra sección 04016;Renta media por hogar;2017;21.948
4100404016 Alcalá de Guadaíra sección 04016;Renta media por hogar;2016;.
4100404016 Alcalá de Guadaíra sección 04016;Renta media por hogar;2015;20.570
4100404017 Alcalá de Guadaíra sección 04017;Renta media por persona ;2017;5.302
4100404017 Alcalá de Guadaíra sección 04017;Renta media por persona ;2016;.
4100404017 Alcalá de Guadaíra sección 04017;Renta media por persona ;2015;5.082
4100404017 Alcalá de Guadaíra sección 04017;Renta media por hogar;2017;15.246
4100404017 Alcalá de Guadaíra sección 04017;Renta media por hogar;2016;.
4100404017 Alcalá de Guadaíra sección 04017;Renta media por hogar;2015;14.953
4100404018 Alcalá de Guadaíra sección 04018;Renta media por persona ;2017;13.482
4100404018 Alcalá de Guadaíra sección 04018;Renta media por persona ;2016;.
4100404018 Alcalá de Guadaíra sección 04018;Renta media por persona ;2015;12.921
4100404018 Alcalá de Guadaíra sección 04018;Renta media por hogar;2017;42.175
4100404018 Alcalá de Guadaíra sección 04018;Renta media por hogar;2016;.
4100404018 Alcalá de Guadaíra sección 04018;Renta media por hogar;2015;42.086
4100404019 Alcalá de Guadaíra sección 04019;Renta media por persona ;2017;7.777
4100404019 Alcalá de Guadaíra sección 04019;Renta media por persona ;2016;.
4100404019 Alcalá de Guadaíra sección 04019;Renta media por persona ;2015;7.146
4100404019 Alcalá de Guadaíra sección 04019;Renta media por hogar;2017;23.203
4100404019 Alcalá de Guadaíra sección 04019;Renta media por hogar;2016;.
4100404019 Alcalá de Guadaíra sección 04019;Renta media por hogar;2015;21.139
4100404020 Alcalá de Guadaíra sección 04020;Renta media por persona ;2017;9.059
4100404020 Alcalá de Guadaíra sección 04020;Renta media por persona ;2016;.
4100404020 Alcalá de Guadaíra sección 04020;Renta media por persona ;2015;8.395
4100404020 Alcalá de Guadaíra sección 04020;Renta media por hogar;2017;27.501
4100404020 Alcalá de Guadaíra sección 04020;Renta media por hogar;2016;.
4100404020 Alcalá de Guadaíra sección 04020;Renta media por hogar;2015;26.263
4100404021 Alcalá de Guadaíra sección 04021;Renta media por persona ;2017;6.726
4100404021 Alcalá de Guadaíra sección 04021;Renta media por persona ;2016;.
4100404021 Alcalá de Guadaíra sección 04021;Renta media por persona ;2015;6.059
4100404021 Alcalá de Guadaíra sección 04021;Renta media por hogar;2017;17.655
4100404021 Alcalá de Guadaíra sección 04021;Renta media por hogar;2016;.
4100404021 Alcalá de Guadaíra sección 04021;Renta media por hogar;2015;16.592
4100404022 Alcalá de Guadaíra sección 04022;Renta media por persona ;2017;7.660
4100404022 Alcalá de Guadaíra sección 04022;Renta media por persona ;2016;.
4100404022 Alcalá de Guadaíra sección 04022;Renta media por persona ;2015;7.081
4100404022 Alcalá de Guadaíra sección 04022;Renta media por hogar;2017;20.774
4100404022 Alcalá de Guadaíra sección 04022;Renta media por hogar;2016;.
4100404022 Alcalá de Guadaíra sección 04022;Renta media por hogar;2015;19.757
4100404023 Alcalá de Guadaíra sección 04023;Renta media por persona ;2017;8.269
4100404023 Alcalá de Guadaíra sección 04023;Renta media por persona ;2016;.
4100404023 Alcalá de Guadaíra sección 04023;Renta media por persona ;2015;7.615
4100404023 Alcalá de Guadaíra sección 04023;Renta media por hogar;2017;26.305
4100404023 Alcalá de Guadaíra sección 04023;Renta media por hogar;2016;.
4100404023 Alcalá de Guadaíra sección 04023;Renta media por hogar;2015;24.143
4100404024 Alcalá de Guadaíra sección 04024;Renta media por persona ;2017;8.550
4100404024 Alcalá de Guadaíra sección 04024;Renta media por persona ;2016;.
4100404024 Alcalá de Guadaíra sección 04024;Renta media por persona ;2015;7.799
4100404024 Alcalá de Guadaíra sección 04024;Renta media por hogar;2017;26.235
4100404024 Alcalá de Guadaíra sección 04024;Renta media por hogar;2016;.
4100404024 Alcalá de Guadaíra sección 04024;Renta media por hogar;2015;24.165
4100404025 Alcalá de Guadaíra sección 04025;Renta media por persona ;2017;8.874
4100404025 Alcalá de Guadaíra sección 04025;Renta media por persona ;2016;.
4100404025 Alcalá de Guadaíra sección 04025;Renta media por persona ;2015;8.338
4100404025 Alcalá de Guadaíra sección 04025;Renta media por hogar;2017;27.923
4100404025 Alcalá de Guadaíra sección 04025;Renta media por hogar;2016;.
4100404025 Alcalá de Guadaíra sección 04025;Renta media por hogar;2015;25.996
4100404026 Alcalá de Guadaíra sección 04026;Renta media por persona ;2017;11.508
4100404026 Alcalá de Guadaíra sección 04026;Renta media por persona ;2016;.
4100404026 Alcalá de Guadaíra sección 04026;Renta media por persona ;2015;10.857
4100404026 Alcalá de Guadaíra sección 04026;Renta media por hogar;2017;37.411
4100404026 Alcalá de Guadaíra sección 04026;Renta media por hogar;2016;.
4100404026 Alcalá de Guadaíra sección 04026;Renta media por hogar;2015;34.753
4100404027 Alcalá de Guadaíra sección 04027;Renta media por persona ;2017;8.719
4100404027 Alcalá de Guadaíra sección 04027;Renta media por persona ;2016;.
4100404027 Alcalá de Guadaíra sección 04027;Renta media por persona ;2015;7.976
4100404027 Alcalá de Guadaíra sección 04027;Renta media por hogar;2017;27.353
4100404027 Alcalá de Guadaíra sección 04027;Renta media por hogar;2016;.
4100404027 Alcalá de Guadaíra sección 04027;Renta media por hogar;2015;25.075
4100404028 Alcalá de Guadaíra sección 04028;Renta media por persona ;2017;8.185
4100404028 Alcalá de Guadaíra sección 04028;Renta media por persona ;2016;.
4100404028 Alcalá de Guadaíra sección 04028;Renta media por persona ;2015;7.620
4100404028 Alcalá de Guadaíra sección 04028;Renta media por hogar;2017;21.511
